canonical_root_domain,site_name,primary_niche,category,sub_category,as_of_date,sampling_stratum,traffic_tier,is_niche_authority,is_niche_authority_evidence,is_niche_authority_source_url,is_niche_authority_note,is_contrast_case,is_contrast_case_evidence,is_contrast_case_source_url,is_contrast_case_note,contrast_pattern,contrast_evidence_period,start_year_value,start_year_evidence,start_year_source_url,start_year_note,traffic_provider,traffic_metric,traffic_scope,traffic_value_raw,traffic_value_raw_period,traffic_value_monthly_equivalent,traffic_normalization_method,traffic_research_date,traffic_source_period,traffic_evidence,traffic_source_url,traffic_note,revenue_value,revenue_figure_period,revenue_research_date,revenue_evidence,revenue_source_url,revenue_note,display_ads,display_ads_evidence,display_ads_source_url,display_ads_note,affiliate,affiliate_evidence,affiliate_source_url,affiliate_note,own_product,own_product_evidence,own_product_source_url,own_product_note,course_or_community,course_or_community_evidence,course_or_community_source_url,course_or_community_note,newsletter_email_capture,newsletter_email_capture_evidence,newsletter_email_capture_source_url,newsletter_email_capture_note,content_scale_proxy_value,content_scale_proxy_method,content_scale_proxy_evidence,content_scale_proxy_source_url,content_scale_proxy_note
floretflowers.com,Floret Flowers,Floret Flowers,Gardening / Outdoor,UNKNOWN,2026-09-17,Large/Traffic Leader,MID,Y,D,,"Emmy-nominated documentary subject, four published books, and a proprietary flower-breeding program (Erin Benzakein) -- clearly an established niche authority in flower farming.",UNKNOWN,UNKNOWN,UNKNOWN,Actively selling new book pre-orders and running workshop enrollment; no evidence of decline.,NOT_APPLICABLE,,UNKNOWN,UNKNOWN,UNKNOWN,"No explicit founding-year statement found on About/Growing Floret pages (only relative ""last 15 years"" language on an undated page); left UNKNOWN rather than infer.",Similarweb,total visits,CONTENT_ONLY,166900,trailing_3_months,55633,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/floretflowers.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.floretflowers.com/,Direct site observation: no display advertising found on the homepage.,N,C,https://www.floretflowers.com/,Direct site observation: no affiliate disclosure found; revenue model is owned seeds/products/media instead.,Y,C,https://www.floretflowers.com/,"Direct site observation: sells 'Floret Originals' farm-bred seeds/plants, four published books, and an Emmy-nominated documentary series (Growing Floret, on discovery+/HBO Max/Magnolia Network).",Y,C,https://www.floretflowers.com/,Direct site observation: paid Flower Farming and Flower Arranging workshops with a scholarship program (implying premium pricing).,Y,C,https://www.floretflowers.com/,Direct site observation: repeated newsletter-signup CTAs; free 'Dahlia Mini Course' used as a lead magnet.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
growveg.com,GrowVeg,GrowVeg,Gardening / Outdoor,UNKNOWN,2026-09-17,Large/Traffic Leader,MID,Y,D,,"Long-running (referenced across multiple gardening publications like Mother Earth News, Almanac.com) paid-subscription garden-planning tool with an associated published book -- reasoned as a niche authority.",UNKNOWN,UNKNOWN,UNKNOWN,No evidence of decline; subscription product and book actively promoted.,NOT_APPLICABLE,,UNKNOWN,UNKNOWN,UNKNOWN,No founding-year statement found (About page unreachable/404; no usable third-party history found); left UNKNOWN.,Similarweb,total visits,CONTENT_ONLY,188400,trailing_3_months,62800,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/growveg.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.growveg.com/,Direct site observation: no display ad placements visible.,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://www.growveg.com/,"Direct site observation: also sells a published book (GrowVeg by Benedict Vanheems, via major retailers per search results) and gift certificates.",Y,C,https://www.growveg.com/,"Direct site observation: paid membership/subscription model centered on the 'Garden Planner' application, with 'Subscriptions & Pricing' in the footer.",UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
gardenrant.com,GardenRant,GardenRant,Gardening / Outdoor,UNKNOWN,2026-09-17,Large/Traffic Leader,LOW,Y,D,,"Multi-author group blog operating continuously since 2006 with active Mediavine ad monetization and consistent high-volume output (9 articles in Sept 2026, 13-20/month typical per direct observation) -- reasoned as an established niche authority.",UNKNOWN,UNKNOWN,UNKNOWN,Directly observed as actively posting 13-20 articles/month as of Sept 2026 -- no decline; reclassified from an initial 'narrow niche' plan to Large/Traffic Leader based on this evidence.,NOT_APPLICABLE,,2006,A,https://www.gardenrant.com/,Operator direct statement: site describes itself as 'the home of independent garden-writing since 2006.',Similarweb,total visits,CONTENT_ONLY,45600,trailing_3_months,15200,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/gardenrant.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://www.gardenrant.com/,Direct site observation: site sells Mediavine ad placements.,Y,C,https://www.gardenrant.com/,"Direct site observation: explicit disclosure -- 'As an Amazon Associate, we earn commissions from qualifying purchases.'",Y,C,https://www.gardenrant.com/,Direct site observation: sells branded merchandise/gear through a shop section.,N,C,https://www.gardenrant.com/,Direct site observation: no paid course/community found; multi-author group blog model instead.,Y,C,https://www.gardenrant.com/,Direct site observation: free email subscription for new articles.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
gardentherapy.ca,Garden Therapy,Garden Therapy,Gardening / Outdoor,UNKNOWN,2026-09-17,Mid-scale Active Site,MID,Y,D,,"Operating since 2009 with multiple published books, a paid course platform, and press features (per 'Featured in' logos) -- reasoned as a niche authority (Stephanie Rose, permaculture designer/herbalist).",UNKNOWN,UNKNOWN,UNKNOWN,Active book and course sales; no evidence of decline.,NOT_APPLICABLE,,2009,A,https://www.gardentherapy.ca/,Operator direct statement: footer copyright reads 'Garden therapy 2009-2026.',Similarweb,total visits,CONTENT_ONLY,100300,trailing_3_months,33433,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/gardentherapy.ca/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.gardentherapy.ca/,Direct site observation: no display ad placements visible.,Y,C,https://www.gardentherapy.ca/,Direct site observation: explicit disclosure -- 'As an Amazon Associate I earn from qualifying purchases.',Y,C,https://www.gardentherapy.ca/,"Direct site observation: sells multiple books (The Wild & Free Garden, Regenerative Garden, Garden Alchemy) and paid courses via courses.gardentherapy.ca.",Y,C,https://www.gardentherapy.ca/,Direct site observation: dedicated course login portal at courses.gardentherapy.ca.,Y,C,https://www.gardentherapy.ca/,Direct site observation: weekly Substack-based newsletter delivery offered.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
simplifygardening.com,Simplify Gardening,Simplify Gardening,Gardening / Outdoor,UNKNOWN,2026-09-17,Mid-scale Active Site,UNKNOWN,Y,D,,"458,000+ YouTube subscribers (per direct site observation) and 19 published books indicate a large, established audience -- reasoned as a niche authority.",UNKNOWN,UNKNOWN,UNKNOWN,Actively promoting a new AI product (GrowTrack) with a free-trial funnel; no evidence of decline.,NOT_APPLICABLE,,2007,A,https://simplifygardening.com/,Operator direct statement: site notes 'Online since 2007. Rebranded as Simplify Gardening 2018.',UNKNOWN,UNKNOWN,CONTENT_ONLY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Similarweb page for this domain shows no visible Total Visits figure; left UNKNOWN rather than guess.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://simplifygardening.com/,Direct site observation: sells 'GrowTrack' AI garden-planning subscription (14-day free trial) and 19 published books.,Y,C,https://simplifygardening.com/,Direct site observation: GrowTrack subscription functions as a paid ongoing product/service.,Y,C,https://simplifygardening.com/,Direct site observation: 'GreenThumb Digest' weekly newsletter.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
thesurvivalgardener.com,The Survival Gardener,The Survival Gardener,Gardening / Outdoor,UNKNOWN,2026-09-17,Narrow Niche Authority,LOW,Y,D,,"Author 'David The Good' operates a physical farm (Atmore Farm & Garden) alongside the blog, with multiple published books in the specific survival/off-grid gardening niche -- reasoned as a niche authority.",UNKNOWN,UNKNOWN,UNKNOWN,No evidence of decline found; site markets itself as actively human-authored ('NOT written by AI').,NOT_APPLICABLE,,2012,A,https://www.thesurvivalgardener.com/about/,"Operator direct statement: ""Back in August 2012 this site started as FloridaSurvivalGardening.com and rapidly grew in readership until it was obvious that just covering Florida wasn't enough.""",Similarweb,total visits,CONTENT_ONLY,39600,trailing_3_months,13200,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/thesurvivalgardener.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://www.thesurvivalgardener.com/,Direct site observation: dedicated 'Recommended Books and Tools'/'Best Gardening Tools' resource pages steering to product recommendations.,Y,C,https://www.thesurvivalgardener.com/,"Direct site observation: sells consultations, hand-forged gardening tools, and multiple published books (Minimalist Gardening, The Independent Farmstead).",UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://www.thesurvivalgardener.com/,Direct site observation: 'The Survival Gardener Newsletter' referenced directly in article notes.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
selfsufficientme.com,Self Sufficient Me,Self Sufficient Me,Gardening / Outdoor,UNKNOWN,2026-09-17,Narrow Niche Authority,LOW,Y,D,,2.37 million YouTube subscribers (per direct site observation) with a dedicated self-sufficiency/backyard-gardening niche -- reasoned as a strong niche authority despite the specific vertical.,UNKNOWN,UNKNOWN,UNKNOWN,Actively promoting a new AI coaching product (HomeGrow); no evidence of decline.,NOT_APPLICABLE,,2011,A,https://www.selfsufficientme.com/about/,"Operator direct statement: ""Self Sufficient Me was founded by Mark in 2011 and is a family run blog about sharing practical information on self-sufficiency.""",Similarweb,total visits,CONTENT_ONLY,27500,trailing_3_months,9167,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/selfsufficientme.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://selfsufficientme.com/,Direct site observation: Google Site Kit integration indicates display-ad placements.,Y,C,https://selfsufficientme.com/,"Direct site observation: extensive affiliate links with unique discount codes (e.g. 'SSMEbird', 'SSME10') for gardening products.",Y,C,https://selfsufficientme.com/,Direct site observation: branded shop (shop.selfsufficientme.com) and a published book ('100 Top Crops You Can Grow').,Y,C,https://selfsufficientme.com/,Direct site observation: paid 'HomeGrow' AI coaching app and a tiered Patreon membership with VIP mentoring at the top tier.,Y,C,https://selfsufficientme.com/,Direct site observation: email capture forms present.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
rootsimple.com,Root Simple,Root Simple,Gardening / Outdoor,UNKNOWN,2026-09-17,Contrast Cohort,LOW,Y,D,,"Two published books (one via Rodale) and a long operating history (Erik Knutzen and Kelly Coyne, urban homesteading niche) -- reasoned as an established niche authority, now in decline (see contrast fields).",Y,C,https://www.rootsimple.com/,"Direct site observation: only 5 posts found across the 9 months preceding the most recent post (May 30, 2026); the author explicitly acknowledges a 'long time' absence from posting in the January 2026 entry; archive pagination (757 pages) confirms a much higher historical output.",cadence_drop,"5 posts across Sept 2025-May 2026 vs. an extensive multi-year archive (757 pages) from the blog's earlier, much more active years.",UNKNOWN,UNKNOWN,UNKNOWN,"No explicit founding-year statement found on About page; earliest concrete date found was an about-page metadata timestamp (2012-01-18), which reflects when that PAGE was published, not when the blog started; left UNKNOWN rather than infer.",Similarweb,total visits,CONTENT_ONLY,28600,trailing_3_months,9533,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/rootsimple.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.rootsimple.com/,Direct site observation: no traditional ad networks found on the page.,Y,C,https://www.rootsimple.com/,Direct site observation: explicit disclosure -- 'As an Amazon Associate I earn from qualifying purchases.',Y,C,https://www.rootsimple.com/,Direct site observation: two published books (The Urban Homestead; Making It: Radical Home Ec for a Post-Consumer World).,Y,C,https://www.rootsimple.com/,Direct site observation: Patreon and PayPal donation buttons in the sidebar.,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
yougrowgirl.com,You Grow Girl,You Grow Girl,Gardening / Outdoor,UNKNOWN,2026-09-17,Contrast Cohort,LOW,Y,D,,"Founding text of the DIY/urban-gardening blog genre (Gayla Trail, six published books, active since ~2000) -- reasoned as a historically significant niche authority, now dormant (see contrast fields).",Y,C,https://www.yougrowgirl.com/,"Direct site observation: most recent dated post references a book published February 1, 2022; no posts found from 2023-2026 despite a '(c)2026' copyright notice, indicating the blog itself has gone dormant while the founder remains active elsewhere (gaylatrail.com, Substack).",cadence_drop,Most recent dated post ~Feb 2022; no confirmed new posts through Sept 2026 (~4+ years).,2000,A,https://www.yougrowgirl.com/about/,"Operator direct statement: ""You Grow Girl(TM) was launched by Gayla Trail in February 2000.""",Similarweb,total visits,CONTENT_ONLY,15600,trailing_3_months,5200,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/yougrowgirl.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.yougrowgirl.com/,Direct site observation: no ads or paywalls visible.,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://www.yougrowgirl.com/,"Direct site observation: six published books by founder Gayla Trail, promoted via a homepage banner; also a dedicated shop section.",UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.yougrowgirl.com/,Direct site observation: no newsletter signup form visible.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
coldclimategardening.com,Cold Climate Gardening,Cold Climate Gardening,Gardening / Outdoor,UNKNOWN,2026-09-17,Contrast Cohort,LOW,Y,D,,"Archive dates back to 2002 with continuous operation into 2025 -- a long-running, specific-niche (cold-climate/zone gardening) authority, now with reduced posting cadence (see contrast fields).",Y,C,https://www.coldclimategardening.com/,"Direct site observation: most recent post found dated February 19, 2025 (over a year before this research); posting frequency described as sporadic against a 2002-era archive baseline.",cadence_drop,Most recent post Feb 2025 (over a year stale as of Sept 2026) vs. a continuous archive since 2002.,2002,A,https://www.coldclimategardening.com/2012/08/27/cold-climate-gardening-is-ten-years-old-today/,"Operator direct statement in 10th-anniversary post: ""On this day in 2002, I wrote my first blog post.""",Similarweb,total visits,CONTENT_ONLY,7800,trailing_3_months,2600,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/coldclimategardening.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.coldclimategardening.com/,Direct site observation: no banner ads or ad networks visible.,Y,C,https://www.coldclimategardening.com/,Direct site observation: Amazon affiliate links (amzn.to URLs) embedded in post content.,Y,C,https://www.coldclimategardening.com/,Direct site observation: promotes 'Buy Bixley's Book' for sale.,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://www.coldclimategardening.com/,Direct site observation: email capture form offering blog-post notifications/newsletter.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
techiedelight.com,Techie Delight,Techie Delight,Software / Tech Tutorials,UNKNOWN,2026-09-17,Large/Traffic Leader,LOW,Y,D,,Describes itself as 'a leading platform for technical interview preparation' with a large data-structures article collection and an integrated coding tool -- reasoned as a niche authority in the interview-prep sub-niche.,UNKNOWN,UNKNOWN,UNKNOWN,No evidence of decline found in this research pass.,NOT_APPLICABLE,,UNKNOWN,UNKNOWN,UNKNOWN,No founding-year statement found in available sources; left UNKNOWN.,Similarweb,total visits,CONTENT_ONLY,19900,trailing_3_months,6633,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/techiedelight.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://www.techiedelight.com/,Direct site observation: integrated online IDE and coding-problem repository ('a leading platform for technical interview preparation').,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
reactgo.com,Reactgo,Reactgo,Software / Tech Tutorials,UNKNOWN,2026-09-17,Mid-scale Active Site,LOW,N,D,,"Single-author (Sai Gowtham) JavaScript-framework tutorial site; no distinguishing scale/authority signal (e.g. large following, published book) was confirmed in this research pass.",UNKNOWN,UNKNOWN,UNKNOWN,No evidence of decline found.,NOT_APPLICABLE,,UNKNOWN,UNKNOWN,UNKNOWN,No founding-year statement found in available sources; left UNKNOWN.,Similarweb,total visits,CONTENT_ONLY,8600,trailing_3_months,2867,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/reactgo.com/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,Y,C,https://reactgo.com/,Direct site observation: 'Become a Sponsor' page offering paid ad placement to the audience.,Y,C,https://reactgo.com/,Direct site observation: dedicated 'Affiliate Disclosure' page linked in the footer.,N,C,https://reactgo.com/,Direct site observation: no owned course/product found; monetizes via sponsorship and affiliate links on tutorial/roundup content instead.,N,C,https://reactgo.com/,Direct site observation: no paid community found.,Y,C,https://reactgo.com/,Direct site observation: email signup CTA 'Get my latest tutorials.',UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
ezzylearning.net,EzzyLearning.net,EzzyLearning.net,Software / Tech Tutorials,UNKNOWN,2026-09-17,Mid-scale Active Site,UNKNOWN,N,D,,Focused .NET/ASP.NET/Blazor tutorial site with an associated YouTube channel; no distinguishing scale/authority signal was confirmed in this research pass.,UNKNOWN,UNKNOWN,UNKNOWN,No evidence of decline found.,NOT_APPLICABLE,,2005,A,https://www.ezzylearning.net/our-story,"Operator direct statement: ""EzzyLearning.net was founded in the summer of 2005 with a mission to provide programmers and developers an online website where they can find tutorials about the latest tools and technologies.""",UNKNOWN,UNKNOWN,CONTENT_ONLY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Similarweb page for this domain shows no visible Total Visits figure (chart area empty/gated); left UNKNOWN.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,"note: footer has an 'Advertise' link, suggesting ad sales, but no ad network was directly observed rendering on the fetched homepage excerpt.",UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://www.ezzylearning.net/,"Direct site observation: content is free tutorials/cheat sheets (ASP.NET Core, Blazor, C#, Docker); no paid product found.",N,C,https://www.ezzylearning.net/,Direct site observation: no paid community found; YouTube channel (@ezzylearningofficial) is free.,Y,C,https://www.ezzylearning.net/,Direct site observation: email subscription CTA for regular post updates.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
code4it.dev,Code4IT,Code4IT,Software / Tech Tutorials,UNKNOWN,2026-09-17,Mid-scale Active Site,LOW,N,D,,Single-author (Davide Bellone) .NET/Azure/backend tutorial blog; no distinguishing scale/authority signal was confirmed on the fetched homepage.,UNKNOWN,UNKNOWN,UNKNOWN,"Copyright footer reads '(c) 2026 by Davide Bellone', consistent with ongoing operation; no evidence of decline.",NOT_APPLICABLE,,UNKNOWN,UNKNOWN,UNKNOWN,"About page found but contains no founding-year statement (only its own 2021 publish metadata, which is not the blog's start date); left UNKNOWN.",Similarweb,total visits,CONTENT_ONLY,15600,trailing_3_months,5200,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/code4it.dev/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
tyrrrz.me,Tyrrrz (Oleksii Holub),Tyrrrz (Oleksii Holub),Software / Tech Tutorials,UNKNOWN,2026-09-17,Mid-scale Active Site,LOW,N,D,,"Personal developer portfolio/blog (open-source maintainer, consultant); respected in its community but no independent scale evidence (readership numbers, book, etc.) was found in this research pass.",UNKNOWN,UNKNOWN,UNKNOWN,No evidence of decline found.,NOT_APPLICABLE,,UNKNOWN,UNKNOWN,UNKNOWN,About page not reachable (404); no founding-year statement found elsewhere; left UNKNOWN.,Similarweb,total visits,CONTENT_ONLY,15800,trailing_3_months,5267,"raw_3mo_total / 3, rounded to nearest integer",2026-09-17,Similarweb 'Total Visits Last 3 Months' snapshot; page accessed 2026-09-17,B,https://www.similarweb.com/website/tyrrrz.me/,"Similarweb free-tier estimate (""Total Visits Last 3 Months""); exact reporting month varied by page and was not independently reconciled beyond the trailing-3-month framing, so no specific month is asserted.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,N,C,https://tyrrrz.me/,Direct site observation: no display ads visible; site presents as a personal/professional portfolio.,N,C,https://tyrrrz.me/,Direct site observation: no affiliate links or disclosures found.,N,C,https://tyrrrz.me/,Direct site observation: no owned product/course found; a 'donate' link and open-source maintenance are the closest revenue signals.,N,C,https://tyrrrz.me/,Direct site observation: no paid community found.,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No sitemap/index-count (or other automatable) content-scale proxy was collected during Study A Wave 001 research -- left UNKNOWN rather than backfill a guessed value, matching the A0 dataset's own precedent for this field."
